index,true,pred,confidence,correct
7425,nv,mel,0.41406283,False
2298,mel,akiec,0.4138049,False
5355,nv,akiec,0.4136452,False
5256,nv,vasc,0.41323274,False
8866,nv,mel,0.4130506,False
9370,nv,mel,0.41248724,False
4213,nv,vasc,0.41223273,False
2166,mel,bcc,0.4112869,False
5231,nv,df,0.4105431,False
9317,nv,vasc,0.41001317,False
1900,mel,bcc,0.40851364,False
8362,nv,bcc,0.4078198,False
3624,nv,df,0.4078112,False
9410,nv,mel,0.40755835,False
4664,nv,df,0.40750217,False
6063,nv,df,0.40707165,False
9009,nv,bkl,0.40706968,False
8739,nv,df,0.4060688,False
4472,nv,df,0.4050755,False
2733,bcc,vasc,0.40461135,False
5216,nv,vasc,0.40449432,False
8194,nv,vasc,0.4036973,False
9196,nv,mel,0.40356007,False
7408,nv,mel,0.40256062,False
8852,nv,df,0.4020667,False
4542,nv,df,0.4013806,False
4918,nv,vasc,0.401377,False
8195,nv,df,0.40113932,False
8177,nv,vasc,0.40070266,False
3897,nv,vasc,0.4003579,False
3373,nv,df,0.4002958,False
3672,nv,bcc,0.39962894,False
9305,nv,mel,0.39854383,False
4025,nv,df,0.3985084,False
7071,nv,bkl,0.3978589,False
3744,nv,vasc,0.39748985,False
2001,mel,vasc,0.39715093,False
1216,mel,df,0.3960502,False
715,bkl,bcc,0.39506888,False
89,bkl,df,0.39446947,False
5403,nv,df,0.39440754,False
10,bkl,df,0.39429504,False
2873,bcc,akiec,0.39410168,False
3991,nv,df,0.3934723,False
7713,nv,vasc,0.39274496,False
9960,akiec,df,0.3918038,False
3975,nv,df,0.3915681,False
2137,mel,df,0.3912643,False
3951,nv,df,0.39115727,False
5359,nv,df,0.39076626,False
2780,bcc,akiec,0.39022785,False
9632,nv,bkl,0.39000246,False
9293,nv,bkl,0.38993132,False
6705,nv,vasc,0.3897436,False
7115,nv,vasc,0.3890196,False
2832,bcc,mel,0.38899988,False
7560,nv,mel,0.3888992,False
1573,mel,bcc,0.38788077,False
7814,nv,bkl,0.38784188,False
7908,nv,vasc,0.38767758,False
1011,bkl,df,0.38757312,False
5327,nv,vasc,0.38741398,False
2387,vasc,bcc,0.38717017,False
7619,nv,vasc,0.38657397,False
946,bkl,mel,0.3861621,False
3336,nv,vasc,0.38586092,False
918,bkl,df,0.38584962,False
4438,nv,df,0.38548204,False
297,bkl,akiec,0.3852645,False
7235,nv,mel,0.3845713,False
6785,nv,df,0.3843376,False
7191,nv,vasc,0.3843222,False
1649,mel,vasc,0.38385797,False
5252,nv,vasc,0.38375178,False
4261,nv,df,0.3830912,False
2116,mel,vasc,0.38282984,False
4879,nv,df,0.38223037,False
6916,nv,mel,0.38174632,False
1867,mel,vasc,0.38166913,False
3161,nv,df,0.38165286,False
5955,nv,bcc,0.3815284,False
6207,nv,df,0.38145864,False
3689,nv,df,0.38114437,False
3521,nv,vasc,0.38110343,False
5163,nv,bcc,0.38101426,False
4506,nv,df,0.380577,False
9629,nv,df,0.38029134,False
5884,nv,vasc,0.37999985,False
9475,nv,mel,0.37996367,False
8252,nv,vasc,0.3799186,False
9393,nv,mel,0.3787865,False
295,bkl,akiec,0.37850034,False
699,bkl,vasc,0.37832645,False
363,bkl,mel,0.37829772,False
5425,nv,df,0.3782036,False
7361,nv,akiec,0.3773947,False
7907,nv,vasc,0.37689552,False
1745,mel,df,0.37668326,False
2048,mel,bkl,0.3759483,False
2803,bcc,df,0.3759115,False
1758,mel,akiec,0.3757916,False
1043,bkl,bcc,0.37504366,False
6895,nv,vasc,0.3749669,False
1089,bkl,df,0.37494364,False
5618,nv,df,0.37486365,False
7975,nv,mel,0.37468627,False
6512,nv,df,0.3745375,False
9595,nv,vasc,0.3744063,False
8893,nv,df,0.3743015,False
5478,nv,df,0.37388346,False
7177,nv,vasc,0.37380424,False
7992,nv,mel,0.37375772,False
3009,nv,vasc,0.37342784,False
8188,nv,mel,0.3721569,False
1289,mel,df,0.37191278,False
2619,bcc,bkl,0.3718252,False
8323,nv,vasc,0.37134337,False
8748,nv,mel,0.37132317,False
7065,nv,bkl,0.37079006,False
7714,nv,akiec,0.37071326,False
8408,nv,akiec,0.37060842,False
5434,nv,df,0.37032446,False
9058,nv,mel,0.36984017,False
4352,nv,df,0.3696049,False
7652,nv,mel,0.36947626,False
1886,mel,akiec,0.36883262,False
9000,nv,df,0.36879778,False
8336,nv,vasc,0.36871406,False
6209,nv,df,0.36861232,False
9843,akiec,df,0.36857638,False
8307,nv,bkl,0.36812496,False
6187,nv,df,0.36808586,False
9532,nv,df,0.36788085,False
3986,nv,df,0.3667582,False
1746,mel,akiec,0.3666784,False
1256,mel,df,0.366351,False
606,bkl,bcc,0.36620945,False
7492,nv,df,0.36618003,False
1540,mel,bkl,0.36617813,False
3435,nv,df,0.36580634,False
4702,nv,df,0.3656733,False
2111,mel,akiec,0.36562052,False
851,bkl,df,0.36537117,False
2220,mel,akiec,0.36535746,False
8776,nv,mel,0.36488572,False
8011,nv,vasc,0.36482137,False
7922,nv,vasc,0.36481613,False
1359,mel,df,0.36452672,False
3642,nv,vasc,0.36417687,False
7377,nv,vasc,0.3641213,False
9125,nv,akiec,0.36368424,False
6808,nv,vasc,0.36346242,False
3380,nv,vasc,0.36252406,False
3923,nv,df,0.36241215,False
8357,nv,mel,0.36208668,False
6854,nv,mel,0.36204523,False
8016,nv,vasc,0.3620397,False
4619,nv,vasc,0.3618751,False
7791,nv,df,0.3618707,False
8200,nv,akiec,0.36184925,False
1835,mel,bcc,0.36177754,False
8568,nv,bkl,0.36127576,False
202,bkl,mel,0.36077413,False
3467,nv,df,0.36068675,False
985,bkl,akiec,0.3605681,False
1604,mel,df,0.36042678,False
6712,nv,bkl,0.36016995,False
9169,nv,bkl,0.35995486,False
2833,bcc,mel,0.35985094,False
7542,nv,vasc,0.3595711,False
4567,nv,df,0.3595632,False
8828,nv,bcc,0.3595491,False
6130,nv,df,0.35952,False
5556,nv,akiec,0.35921434,False
910,bkl,akiec,0.3591103,False
3474,nv,akiec,0.3589552,False
10013,akiec,bkl,0.35833958,False
5747,nv,df,0.3581455,False
1942,mel,vasc,0.35814247,False
4535,nv,df,0.3580043,False
7653,nv,akiec,0.3577204,False
5634,nv,df,0.357354,False
9275,nv,mel,0.3570958,False
5365,nv,vasc,0.3567979,False
3898,nv,df,0.35664743,False
3850,nv,df,0.35624024,False
6826,nv,df,0.35618544,False
5356,nv,df,0.35599145,False
6540,nv,df,0.35590255,False
8446,nv,akiec,0.35580415,False
2586,bcc,mel,0.35515887,False
3048,nv,akiec,0.3550231,False
2767,bcc,akiec,0.35496533,False
9282,nv,df,0.35488242,False
2583,bcc,vasc,0.3546998,False
7001,nv,df,0.3543437,False
4099,nv,vasc,0.3540473,False
5041,nv,df,0.35383722,False
7289,nv,bcc,0.35335517,False
989,bkl,df,0.3530079,False
8927,nv,bcc,0.35291615,False
579,bkl,bcc,0.3527682,False
3399,nv,df,0.35233867,False
9515,nv,df,0.35218564,False
2557,bcc,bkl,0.3520846,False
7020,nv,bcc,0.35193226,False
7554,nv,df,0.35134637,False
3283,nv,vasc,0.35066336,False
5718,nv,df,0.350579,False
9107,nv,bkl,0.35009193,False
329,bkl,bcc,0.34967265,False
8330,nv,mel,0.34909537,False
5412,nv,vasc,0.34894034,False
9562,nv,vasc,0.34880334,False
133,bkl,mel,0.34873098,False
6773,nv,mel,0.3487002,False
3344,nv,vasc,0.34846038,False
3745,nv,df,0.3481282,False
6658,nv,df,0.34810665,False
3382,nv,df,0.347882,False
588,bkl,df,0.3476784,False
9215,nv,df,0.34760463,False
9519,nv,bkl,0.3471535,False
7469,nv,mel,0.34712312,False
4904,nv,df,0.3469934,False
7624,nv,mel,0.3468038,False
6893,nv,bcc,0.3466454,False
6155,nv,vasc,0.34615958,False
9068,nv,df,0.34596932,False
9433,nv,mel,0.34592128,False
118,bkl,vasc,0.3458822,False
7872,nv,vasc,0.34465015,False
8537,nv,bkl,0.34459597,False
8736,nv,df,0.34429932,False
9192,nv,mel,0.34403533,False
6827,nv,bkl,0.34365055,False
9456,nv,mel,0.34364906,False
7787,nv,bcc,0.34322715,False
6373,nv,vasc,0.342653,False
4604,nv,vasc,0.3425963,False
67,bkl,df,0.34208164,False
517,bkl,bcc,0.34178853,False
5441,nv,df,0.34152913,False
1871,mel,bkl,0.34141904,False
6919,nv,mel,0.341357,False
2081,mel,akiec,0.34119648,False
4105,nv,df,0.34098712,False
1999,mel,nv,0.3400197,False
8073,nv,mel,0.33981898,False
4710,nv,vasc,0.33953092,False
8694,nv,df,0.33934525,False
6677,nv,df,0.33916906,False
8584,nv,akiec,0.3388634,False
7249,nv,df,0.33820233,False
9053,nv,akiec,0.33810347,False
7892,nv,vasc,0.33779508,False
2097,mel,akiec,0.33763424,False
1016,bkl,df,0.33749264,False
5984,nv,df,0.33742952,False
5831,nv,df,0.33703724,False
8350,nv,vasc,0.3368526,False
8969,nv,df,0.33656308,False
4153,nv,vasc,0.33644733,False
6017,nv,df,0.33636808,False
7200,nv,vasc,0.3362118,False
8994,nv,mel,0.33620042,False
7184,nv,vasc,0.33582744,False
3132,nv,df,0.33578843,False
7993,nv,mel,0.33564946,False
8371,nv,vasc,0.33564234,False
3605,nv,akiec,0.33556643,False
3947,nv,df,0.3354796,False
7528,nv,df,0.33522287,False
7420,nv,bcc,0.33491,False
3760,nv,vasc,0.33482394,False
2139,mel,df,0.33467385,False
3998,nv,df,0.3344364,False
291,bkl,bcc,0.33439738,False
598,bkl,mel,0.33397856,False
7204,nv,mel,0.33355486,False
8669,nv,mel,0.33354747,False
5306,nv,df,0.33343226,False
8044,nv,df,0.33337975,False
6840,nv,df,0.33328575,False
2446,vasc,df,0.3329337,False
5376,nv,df,0.33263585,False
3767,nv,vasc,0.3319057,False
9548,nv,bkl,0.3318864,False
9236,nv,bkl,0.3315707,False
6563,nv,df,0.33113992,False
3747,nv,vasc,0.3303998,False
4859,nv,df,0.33011115,False
7083,nv,mel,0.32973915,False
6984,nv,df,0.32919848,False
3936,nv,df,0.3289916,False
9503,nv,df,0.32885298,False
9237,nv,bkl,0.32812893,False
4075,nv,df,0.32795042,False
8390,nv,mel,0.32792553,False
9490,nv,bkl,0.3278307,False
7132,nv,vasc,0.32769418,False
8981,nv,mel,0.32748365,False
5436,nv,df,0.3274033,False
5973,nv,df,0.32705304,False
5487,nv,vasc,0.32698375,False
2811,bcc,df,0.3269416,False
3849,nv,df,0.32674298,False
1394,mel,vasc,0.32668966,False
6609,nv,df,0.32621518,False
5284,nv,vasc,0.32612252,False
4437,nv,df,0.3260599,False
6764,nv,mel,0.3259109,False
7917,nv,df,0.32588288,False
4560,nv,df,0.32583806,False
8626,nv,df,0.32580674,False
4923,nv,vasc,0.32579747,False
5265,nv,df,0.3257556,False
1894,mel,bcc,0.32543012,False
3678,nv,df,0.3252457,False
5755,nv,df,0.32468563,False
5242,nv,bcc,0.3246308,False
459,bkl,mel,0.32463,False
249,bkl,mel,0.32443225,False
7123,nv,mel,0.3244236,False
2637,bcc,mel,0.3241682,False
6680,nv,vasc,0.3240507,False
7569,nv,mel,0.32397735,False
1371,mel,df,0.32392445,False
7093,nv,bcc,0.32389757,False
198,bkl,vasc,0.32383308,False
9888,akiec,bcc,0.3238303,False
2151,mel,akiec,0.32371214,False
8400,nv,vasc,0.3232989,False
6522,nv,df,0.32326764,False
3431,nv,akiec,0.32321578,False
5334,nv,df,0.32296193,False
7507,nv,df,0.32284313,False
6896,nv,mel,0.3227823,False
6875,nv,df,0.32276723,False
107,bkl,mel,0.32271233,False
1876,mel,bkl,0.32263857,False
9630,bkl,df,0.3226356,False
8143,nv,mel,0.32247952,False
4945,nv,vasc,0.32207143,False
4789,nv,df,0.3219337,False
5531,nv,vasc,0.32187867,False
785,bkl,bcc,0.32185498,False
8449,nv,mel,0.3217875,False
9112,nv,bcc,0.32170075,False
3520,nv,akiec,0.3216632,False
6579,nv,df,0.32162744,False
9077,nv,bcc,0.321383,False
8577,nv,df,0.3211542,False
3287,nv,df,0.32082158,False
7410,nv,df,0.32032466,False
7129,nv,mel,0.3202818,False
3179,nv,df,0.31990278,False
2212,mel,df,0.31948283,False
8760,nv,mel,0.31938934,False
7503,nv,mel,0.31908527,False
1753,mel,df,0.3189875,False
3305,nv,df,0.31872135,False
5903,nv,df,0.31850806,False
9154,nv,vasc,0.31827644,False
7894,nv,mel,0.31820673,False
6798,nv,df,0.31812257,False
6687,nv,mel,0.3177,False
7635,nv,vasc,0.31762385,False
8410,nv,vasc,0.31746122,False
1143,df,bkl,0.31722394,False
7702,nv,mel,0.31710914,False
2206,mel,bkl,0.3167421,False
8546,nv,df,0.31669885,False
8731,nv,df,0.31656954,False
3989,nv,df,0.31625226,False
513,bkl,df,0.31591746,False
3825,nv,df,0.31565666,False
6395,nv,df,0.3152709,False
8090,nv,vasc,0.31502372,False
9740,akiec,bkl,0.3148723,False
725,bkl,akiec,0.31483385,False
6933,nv,df,0.31472516,False
2288,mel,bkl,0.31443337,False
7477,nv,mel,0.31439444,False
5610,nv,df,0.3143336,False
2278,mel,df,0.31431738,False
8565,nv,akiec,0.3140788,False
5806,nv,df,0.31370857,False
6248,nv,vasc,0.31358156,False
1259,mel,akiec,0.31357542,False
6036,nv,df,0.3134403,False
6627,nv,vasc,0.31339693,False
9504,nv,df,0.31322384,False
3133,nv,df,0.3131265,False
8991,nv,mel,0.3131204,False
4188,nv,akiec,0.31275445,False
5401,nv,df,0.31213385,False
9439,nv,akiec,0.3119226,False
9150,nv,akiec,0.31169996,False
4146,nv,df,0.31149182,False
6113,nv,df,0.31056875,False
6923,nv,bkl,0.31055108,False
2854,bcc,df,0.31023535,False
6491,nv,df,0.31013456,False
218,bkl,df,0.31008238,False
1881,mel,vasc,0.30984858,False
6684,nv,df,0.30977008,False
4125,nv,df,0.30946365,False
6116,nv,df,0.30944258,False
5632,nv,df,0.30930018,False
6735,nv,bcc,0.3092341,False
7852,nv,mel,0.30919966,False
8028,nv,mel,0.30905145,False
6142,nv,df,0.30905035,False
8440,nv,bcc,0.30887628,False
9273,nv,vasc,0.3086032,False
8822,nv,mel,0.30801535,False
8445,nv,vasc,0.30783504,False
4864,nv,df,0.30765754,False
5783,nv,df,0.30758825,False
7253,nv,mel,0.30746517,False
537,bkl,df,0.3073027,False
8986,nv,akiec,0.30694333,False
2008,mel,akiec,0.30688557,False
7456,nv,mel,0.30682677,False
3326,bkl,df,0.30628127,False
6669,nv,df,0.3057772,False
3057,nv,df,0.30539787,False
5378,nv,df,0.30526522,False
9085,nv,akiec,0.30519396,False
1808,mel,akiec,0.3050407,False
6200,nv,df,0.30499646,False
4218,nv,mel,0.30463365,False
9498,nv,mel,0.30448693,False
3870,nv,df,0.30424032,False
2985,nv,df,0.3041149,False
692,bkl,df,0.30406377,False
7643,nv,mel,0.30379552,False
4804,nv,vasc,0.3037914,False
8729,nv,akiec,0.30374342,False
6610,nv,df,0.30369455,False
4311,nv,df,0.30364317,False
6880,nv,df,0.30328774,False
4080,nv,df,0.30323324,False
5760,nv,df,0.30306637,False
1762,mel,bkl,0.30303937,False
5876,nv,df,0.30247656,False
3330,nv,df,0.30240622,False
5344,nv,df,0.30229464,False
9137,nv,vasc,0.30225596,False
6250,nv,df,0.30224434,False
9299,nv,vasc,0.3021783,False
2354,vasc,bcc,0.30207106,False
4960,nv,df,0.3019361,False
6982,nv,bkl,0.3017216,False
3059,nv,df,0.3014564,False
1316,mel,bkl,0.30142814,False
5921,nv,df,0.30141252,False
6359,nv,vasc,0.30120668,False
6645,nv,df,0.30076075,False
5186,nv,df,0.30069247,False
5351,nv,vasc,0.3006525,False
6165,nv,df,0.30032852,False
7981,nv,mel,0.3000283,False
7462,nv,df,0.29997364,False
2612,bcc,mel,0.29985255,False
7522,nv,df,0.29940692,False
9064,nv,df,0.2993682,False
1774,mel,bcc,0.2991532,False
3079,nv,vasc,0.29834175,False
8255,nv,mel,0.29829144,False
554,bkl,akiec,0.29819435,False
7234,nv,vasc,0.29817712,False
4683,nv,akiec,0.29807502,False
6044,nv,vasc,0.297925,False
8976,nv,bkl,0.29762223,False
8071,nv,df,0.29761595,False
8241,nv,df,0.29756147,False
5257,nv,df,0.29748353,False
1695,mel,bkl,0.29714373,False
1499,mel,bkl,0.29668108,False
3585,nv,df,0.2963778,False
5814,nv,df,0.296322,False
9097,nv,akiec,0.29607615,False
1761,mel,bkl,0.2959404,False
1837,mel,bkl,0.2956231,False
8569,nv,akiec,0.29544875,False
8076,nv,df,0.29544002,False
3457,nv,df,0.29521275,False
1095,df,bcc,0.29517275,False
4318,nv,df,0.29489294,False
4747,nv,bcc,0.2948132,False
9685,nv,bkl,0.2946142,False
3334,nv,vasc,0.2943406,False
1008,bkl,df,0.29414564,False
5740,nv,akiec,0.2941039,False
2590,bcc,df,0.29400304,False
1875,mel,bkl,0.29396898,False
9975,akiec,bcc,0.29394665,False
6004,nv,akiec,0.29358003,False
7055,nv,bkl,0.2932544,False
6072,nv,df,0.2932387,False
4608,nv,df,0.29299614,False
9478,nv,mel,0.29288852,False
8393,nv,vasc,0.29249525,False
1010,bkl,vasc,0.2924936,False
6702,nv,df,0.29246673,False
2725,bcc,akiec,0.29242596,False
7062,nv,bcc,0.2921058,False
9214,nv,bkl,0.29174107,False
543,bkl,mel,0.29161277,False
5199,nv,vasc,0.2915858,False
7974,nv,mel,0.29147843,False
9380,nv,df,0.2914112,False
7773,nv,df,0.29133362,False
8582,nv,df,0.2912543,False
4888,nv,vasc,0.29099947,False
5071,nv,df,0.29092786,False
6267,nv,bcc,0.29085135,False
3439,nv,vasc,0.2907402,False
6716,nv,df,0.29044914,False
7458,nv,df,0.28987417,False
9105,nv,mel,0.28986958,False
8223,nv,df,0.28970724,False
4232,nv,df,0.28966635,False
194,bkl,mel,0.2896208,False
4662,nv,df,0.2895425,False
9387,nv,df,0.289451,False
8601,nv,akiec,0.28926054,False
2831,bcc,df,0.2890399,False
9011,nv,akiec,0.2889738,False
6145,nv,df,0.28879812,False
4379,nv,df,0.2885227,False
7745,nv,df,0.28823087,False
5336,nv,akiec,0.2881374,False
3147,nv,vasc,0.28794932,False
1337,mel,bkl,0.28782195,False
9054,nv,df,0.2876846,False
9663,nv,bkl,0.28767395,False
2834,bcc,bkl,0.28763527,False
7131,nv,vasc,0.2875016,False
244,bkl,df,0.28727603,False
4029,nv,df,0.28704718,False
9286,nv,bkl,0.28660753,False
4340,nv,akiec,0.28653628,False
9365,nv,df,0.2865362,False
7506,nv,bkl,0.28619248,False
5397,nv,df,0.28601566,False
8473,nv,mel,0.2856036,False
7338,nv,mel,0.28540155,False
3677,nv,vasc,0.28530324,False
1150,df,bcc,0.284939,False
4301,nv,df,0.28492525,False
8779,nv,bkl,0.2848261,False
4064,nv,vasc,0.28458834,False
7696,nv,df,0.284446,False
5533,nv,akiec,0.28442544,False
4406,nv,vasc,0.28414282,False
4095,nv,vasc,0.28392145,False
4836,nv,vasc,0.28387323,False
6146,nv,akiec,0.28386074,False
4798,nv,akiec,0.28372207,False
4370,nv,df,0.28371954,False
3112,nv,vasc,0.28367957,False
2229,mel,bkl,0.28366753,False
6391,nv,df,0.28364685,False
4483,nv,vasc,0.2831543,False
4165,nv,df,0.28279558,False
5813,nv,df,0.28278747,False
7059,nv,bkl,0.28263867,False
6699,nv,bkl,0.2825006,False
6653,nv,df,0.2824812,False
8881,nv,mel,0.2823129,False
3450,nv,df,0.28221452,False
9161,nv,bkl,0.28219092,False
6537,nv,df,0.2818212,False
7846,nv,akiec,0.2813305,False
1343,mel,bkl,0.28058803,False
2587,bcc,mel,0.28047034,False
885,bkl,df,0.28026417,False
4838,nv,akiec,0.2802121,False
9280,nv,mel,0.27989855,False
6109,nv,df,0.27981514,False
1910,mel,akiec,0.27966753,False
8153,nv,mel,0.27946115,False
7821,nv,mel,0.27929923,False
7925,nv,bkl,0.27922645,False
9230,nv,bcc,0.2791194,False
4527,nv,df,0.27911523,False
9252,nv,df,0.27903157,False
8109,nv,vasc,0.27892157,False
1611,mel,akiec,0.27872252,False
3753,nv,bkl,0.27856436,False
4822,nv,vasc,0.27854806,False
4469,nv,df,0.27779424,False
8422,nv,df,0.27758914,False
3794,nv,df,0.27721694,False
9218,nv,bkl,0.27661937,False
1927,mel,bcc,0.27645558,False
2537,bcc,akiec,0.2762015,False
8525,nv,bcc,0.27610227,False
6186,nv,df,0.27589637,False
7121,nv,df,0.27586052,False
7963,nv,bcc,0.27548108,False
870,bkl,df,0.2753725,False
1365,mel,df,0.27528277,False
6847,nv,bkl,0.27432615,False
3514,nv,vasc,0.27386326,False
9076,nv,bcc,0.27385604,False
1233,mel,bcc,0.2736694,False
8489,nv,bcc,0.2735732,False
9075,nv,bcc,0.2734473,False
8679,nv,mel,0.27300745,False
1266,mel,df,0.27284873,False
2760,bcc,akiec,0.27282497,False
7912,nv,vasc,0.27278078,False
6649,nv,vasc,0.2726137,False
3046,nv,df,0.27155086,False
3174,nv,bcc,0.2713401,False
7237,nv,bkl,0.27108002,False
1543,mel,bkl,0.27101028,False
3844,nv,df,0.27076328,False
8708,nv,vasc,0.2702043,False
8052,nv,vasc,0.2700957,False
7968,nv,bkl,0.26974848,False
5123,nv,df,0.26970518,False
4111,nv,df,0.26962298,False
6734,nv,mel,0.26948413,False
8268,nv,df,0.26937866,False
3115,nv,vasc,0.26922143,False
8385,nv,vasc,0.26919928,False
7720,nv,mel,0.26907998,False
