index,true,pred,confidence,correct
9680,nv,bkl,0.6141577,False
9410,nv,bkl,0.6126665,False
9719,akiec,bcc,0.6121625,False
1366,mel,bkl,0.6074631,False
9311,nv,bkl,0.6067199,False
9150,nv,mel,0.60660547,False
1835,mel,bcc,0.6054847,False
7554,nv,df,0.6008483,False
2665,bcc,bkl,0.6007758,False
405,bkl,mel,0.59576017,False
637,bkl,mel,0.5946907,False
1540,mel,bkl,0.5930046,False
9944,akiec,mel,0.59265345,False
1356,mel,bkl,0.58636993,False
9707,akiec,mel,0.584312,False
6933,nv,mel,0.5821832,False
8998,nv,bkl,0.58137083,False
8901,nv,bkl,0.57947326,False
8193,nv,mel,0.57872,False
9975,akiec,bkl,0.5785552,False
2182,mel,bkl,0.5761272,False
2646,bcc,akiec,0.5745553,False
9236,nv,bkl,0.57327425,False
2048,mel,bkl,0.57306886,False
6811,nv,mel,0.57038075,False
9393,nv,mel,0.5663402,False
8143,nv,mel,0.56603307,False
297,bkl,akiec,0.5650592,False
8969,nv,bkl,0.5636289,False
7964,nv,bkl,0.56104976,False
9054,nv,mel,0.55750185,False
2471,bcc,bkl,0.5541789,False
8357,nv,mel,0.5518031,False
9110,nv,bcc,0.54959565,False
392,bkl,mel,0.5480346,False
7993,nv,mel,0.54771537,False
2151,mel,akiec,0.5475048,False
1337,mel,bkl,0.5472755,False
9075,nv,mel,0.5459447,False
7058,nv,mel,0.54303616,False
785,bkl,bcc,0.5404343,False
2162,mel,akiec,0.54002005,False
8489,nv,bcc,0.53880674,False
6734,nv,mel,0.5374116,False
309,bkl,mel,0.5369299,False
6996,nv,mel,0.5354527,False
7129,nv,mel,0.5340568,False
1067,bkl,df,0.5308293,False
10,bkl,mel,0.52985156,False
7408,nv,mel,0.5292015,False
2647,bcc,bkl,0.5291922,False
2059,mel,akiec,0.5283569,False
7456,nv,mel,0.5276529,False
1758,mel,akiec,0.5243416,False
6869,nv,mel,0.52278966,False
7859,nv,vasc,0.52199507,False
719,bkl,akiec,0.5214912,False
8153,nv,mel,0.52141577,False
379,bkl,mel,0.5203448,False
7062,nv,mel,0.5189111,False
7458,nv,mel,0.51889056,False
920,bkl,mel,0.5186811,False
8085,nv,akiec,0.5162502,False
7048,nv,mel,0.5159072,False
6723,nv,mel,0.514363,False
2139,mel,akiec,0.5132973,False
1155,df,bcc,0.5131179,False
645,bkl,mel,0.51129425,False
1099,df,mel,0.510956,False
7131,nv,mel,0.5104784,False
7434,nv,bkl,0.5100989,False
8977,nv,mel,0.5092017,False
9433,nv,mel,0.5090057,False
7605,nv,mel,0.50591713,False
2298,mel,akiec,0.5037781,False
2779,bcc,akiec,0.50320137,False
363,bkl,mel,0.50304174,False
9708,akiec,mel,0.50283873,False
1871,mel,bkl,0.5022776,False
6984,nv,bkl,0.5022679,False
7734,nv,mel,0.50182813,False
1095,df,vasc,0.5001598,False
1808,mel,bkl,0.4991889,False
8793,nv,mel,0.497503,False
7713,nv,vasc,0.4955411,False
6735,nv,mel,0.49515927,False
8537,nv,akiec,0.4944099,False
567,bkl,mel,0.4932309,False
9161,nv,mel,0.48866653,False
6798,nv,mel,0.48772934,False
946,bkl,mel,0.48518568,False
8073,nv,mel,0.4844329,False
865,bkl,nv,0.48429397,False
1328,mel,nv,0.4840528,False
228,bkl,mel,0.48025542,False
8776,nv,mel,0.4802529,False
9888,akiec,df,0.48015073,False
7284,nv,mel,0.47862637,False
9000,nv,bkl,0.47251633,False
2515,bcc,akiec,0.47245917,False
9163,nv,mel,0.47058344,False
6405,nv,bcc,0.46886876,False
2302,mel,bkl,0.46722925,False
9124,nv,mel,0.46641552,False
750,bkl,mel,0.4646098,False
2079,mel,nv,0.46331447,False
2725,bcc,akiec,0.4613746,False
9902,akiec,bkl,0.45956203,False
8981,nv,mel,0.4582198,False
9413,nv,mel,0.4574428,False
878,bkl,mel,0.45684704,False
1825,mel,nv,0.4559627,False
111,bkl,nv,0.4553729,False
9237,nv,bkl,0.4548154,False
8978,nv,bkl,0.4515489,False
1536,mel,bcc,0.4494131,False
6844,nv,mel,0.44901752,False
8584,nv,mel,0.44766837,False
7560,nv,mel,0.4465289,False
8642,nv,bkl,0.44652176,False
7522,nv,mel,0.44624594,False
9497,nv,mel,0.445842,False
9077,nv,mel,0.4454623,False
9731,akiec,bkl,0.44368365,False
3,bkl,bcc,0.43809903,False
2268,mel,bkl,0.4379378,False
2811,bcc,nv,0.437299,False
8499,nv,mel,0.43706784,False
6893,nv,bkl,0.43618202,False
1209,df,nv,0.43597808,False
376,bkl,nv,0.4356373,False
1071,bkl,nv,0.42842734,False
2530,bcc,mel,0.4269034,False
118,bkl,nv,0.42671394,False
7420,nv,mel,0.42556491,False
8045,nv,bkl,0.42460808,False
1354,mel,nv,0.4221542,False
3326,bkl,nv,0.42165285,False
27,bkl,nv,0.42074725,False
8694,nv,mel,0.41942537,False
8318,nv,mel,0.41877007,False
6916,nv,mel,0.41873968,False
1010,bkl,nv,0.41634452,False
9630,bkl,nv,0.4163249,False
8188,nv,mel,0.41462734,False
2683,bcc,mel,0.411729,False
6840,nv,bkl,0.41161233,False
8652,nv,mel,0.40850988,False
2774,bcc,akiec,0.40842095,False
1874,mel,bkl,0.40539297,False
6854,nv,mel,0.4052881,False
134,bkl,nv,0.4046838,False
8994,nv,mel,0.40237877,False
8564,nv,mel,0.4019185,False
2446,vasc,df,0.40130153,False
8214,nv,bkl,0.40122572,False
1649,mel,nv,0.3972304,False
1900,mel,bkl,0.39709267,False
7738,nv,mel,0.39640552,False
9740,akiec,bkl,0.39548594,False
1999,mel,nv,0.3954542,False
1100,df,mel,0.39429668,False
892,bkl,nv,0.39369404,False
8991,nv,mel,0.39236718,False
196,bkl,mel,0.39227355,False
7758,nv,mel,0.3900524,False
2177,mel,nv,0.3892205,False
1226,mel,nv,0.3886577,False
7894,nv,bkl,0.38814715,False
8731,nv,mel,0.38659552,False
2114,mel,nv,0.38529226,False
2586,bcc,nv,0.38375697,False
598,bkl,nv,0.38295352,False
1907,mel,nv,0.38252527,False
9548,nv,df,0.38198406,False
2587,bcc,nv,0.38133553,False
1938,mel,nv,0.38042417,False
9365,nv,mel,0.37903646,False
588,bkl,nv,0.37895018,False
9137,nv,mel,0.37813362,False
9158,nv,mel,0.3765613,False
448,bkl,nv,0.37446702,False
8156,nv,mel,0.3730046,False
8516,nv,bkl,0.3720298,False
2008,mel,nv,0.3715575,False
6826,nv,mel,0.37118283,False
3132,nv,bkl,0.3661684,False
8278,nv,mel,0.3659638,False
8777,nv,mel,0.3658606,False
852,bkl,mel,0.36495,False
67,bkl,nv,0.36477834,False
554,bkl,mel,0.36361966,False
9252,nv,mel,0.3619506,False
7200,nv,mel,0.36144826,False
75,bkl,nv,0.36044922,False
973,bkl,nv,0.3603711,False
7855,nv,mel,0.35957822,False
8068,nv,mel,0.35891643,False
9664,nv,bkl,0.3586685,False
8940,nv,bkl,0.356773,False
7956,nv,bkl,0.356739,False
2831,bcc,mel,0.3554196,False
5605,nv,mel,0.35480234,False
8471,nv,mel,0.35424417,False
8140,nv,mel,0.352914,False
261,bkl,nv,0.3506655,False
2377,vasc,mel,0.34796408,False
6817,nv,bkl,0.34558576,False
7629,nv,mel,0.34372944,False
6864,nv,mel,0.3425209,False
1567,mel,nv,0.33922964,False
1359,mel,df,0.3386163,False
7735,nv,mel,0.33849585,False
8109,nv,mel,0.3374715,False
6764,nv,bkl,0.33550358,False
1276,mel,nv,0.33477053,False
4918,nv,mel,0.3339142,False
6694,nv,bkl,0.3306841,False
28,bkl,nv,0.32959363,False
9451,nv,mel,0.329259,False
604,bkl,nv,0.32919604,False
8408,nv,mel,0.32914025,False
2277,mel,bkl,0.32905516,False
1016,bkl,nv,0.3286115,False
7297,nv,mel,0.32773486,False
12,bkl,mel,0.3276742,False
9174,nv,mel,0.3264066,False
2605,bcc,nv,0.3260387,False
7787,nv,bkl,0.32591397,False
1456,mel,nv,0.32358888,False
2394,vasc,nv,0.3225345,False
2619,bcc,bkl,0.32033527,False
8568,nv,bcc,0.31914586,False
9280,nv,mel,0.31902596,False
9085,nv,mel,0.3189856,False
231,bkl,mel,0.3186193,False
8430,nv,bkl,0.31717023,False
1026,bkl,bcc,0.31331122,False
624,bkl,nv,0.31278172,False
7968,nv,bkl,0.31236428,False
6133,nv,akiec,0.3079534,False
6880,nv,mel,0.3064378,False
3238,nv,bkl,0.30590782,False
7039,nv,mel,0.30545682,False
8090,nv,vasc,0.3046445,False
7555,nv,mel,0.30289683,False
9286,nv,bkl,0.3007901,False
6976,nv,mel,0.29829198,False
8410,nv,bkl,0.29787317,False
109,bkl,bcc,0.29709786,False
6733,nv,mel,0.29579023,False
289,bkl,nv,0.29370478,False
8828,nv,akiec,0.29234105,False
133,bkl,mel,0.2868657,False
9923,akiec,mel,0.28432244,False
2116,mel,nv,0.28404155,False
2034,mel,bkl,0.2815193,False
9510,nv,mel,0.27819285,False
107,bkl,nv,0.27299,False
9273,nv,bkl,0.25906494,False
4406,nv,vasc,0.25883985,False
8739,nv,akiec,0.25734997,False
8195,nv,df,0.25439152,False
3338,nv,bcc,0.2476365,False
2557,bcc,bkl,0.24400248,False
9224,nv,mel,0.23808758,False
4118,nv,bkl,0.20310505,False
